period,section,category,sub_category_1,sub_category_2,metric,value
2020-H1,Account / Content Violations,Country,Algeria,Hate Speech,content_reports,314
2020-H1,Account / Content Violations,Country,Algeria,Hate Speech,content_enforced,21
2020-H1,Account / Content Violations,Country,Algeria,Hate Speech,unique_accounts_enforced,21
2020-H1,Account / Content Violations,Country,Algeria,Impersonation,content_reports,4899
2020-H1,Account / Content Violations,Country,Algeria,Impersonation,content_enforced,60
2020-H1,Account / Content Violations,Country,Algeria,Impersonation,unique_accounts_enforced,58
2020-H1,Account / Content Violations,Country,Algeria,Regulated Goods,content_reports,254
2020-H1,Account / Content Violations,Country,Algeria,Regulated Goods,content_enforced,39
2020-H1,Account / Content Violations,Country,Algeria,Regulated Goods,unique_accounts_enforced,36
2020-H1,Account / Content Violations,Country,Algeria,Sexually Explicit Content,content_reports,8868
2020-H1,Account / Content Violations,Country,Algeria,Sexually Explicit Content,content_enforced,3095
2020-H1,Account / Content Violations,Country,Algeria,Sexually Explicit Content,unique_accounts_enforced,1630
2020-H1,Account / Content Violations,Country,Algeria,Spam,content_reports,601
2020-H1,Account / Content Violations,Country,Algeria,Spam,content_enforced,99
2020-H1,Account / Content Violations,Country,Algeria,Spam,unique_accounts_enforced,40
2020-H1,Account / Content Violations,Country,Algeria,Threatening / Violence / Harm,content_reports,1440
2020-H1,Account / Content Violations,Country,Algeria,Threatening / Violence / Harm,content_enforced,122
2020-H1,Account / Content Violations,Country,Algeria,Threatening / Violence / Harm,unique_accounts_enforced,112
2020-H1,Account / Content Violations,Country,American Samoa,Harassment and Bullying,content_reports,3
2020-H1,Account / Content Violations,Country,American Samoa,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,American Samoa,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,American Samoa,Hate Speech,content_reports,2
2020-H1,Account / Content Violations,Country,American Samoa,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,American Samoa,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,American Samoa,Impersonation,content_reports,8
2020-H1,Account / Content Violations,Country,American Samoa,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,American Samoa,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,American Samoa,Regulated Goods,content_reports,3
2020-H1,Account / Content Violations,Country,American Samoa,Regulated Goods,content_enforced,2
2020-H1,Account / Content Violations,Country,American Samoa,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,American Samoa,Sexually Explicit Content,content_reports,37
2020-H1,Account / Content Violations,Country,American Samoa,Sexually Explicit Content,content_enforced,13
2020-H1,Account / Content Violations,Country,American Samoa,Sexually Explicit Content,unique_accounts_enforced,5
2020-H1,Account / Content Violations,Country,American Samoa,Spam,content_reports,4
2020-H1,Account / Content Violations,Country,American Samoa,Spam,content_enforced,1
2020-H1,Account / Content Violations,Country,American Samoa,Spam,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,American Samoa,Threatening / Violence / Harm,content_reports,2
2020-H1,Account / Content Violations,Country,American Samoa,Threatening / Violence / Harm,content_enforced,0
2020-H1,Account / Content Violations,Country,American Samoa,Threatening / Violence / Harm,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Harassment and Bullying,content_reports,26
2020-H1,Account / Content Violations,Country,Andorra,Harassment and Bullying,content_enforced,2
2020-H1,Account / Content Violations,Country,Andorra,Harassment and Bullying,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Andorra,Hate Speech,content_reports,10
2020-H1,Account / Content Violations,Country,Andorra,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Impersonation,content_reports,48
2020-H1,Account / Content Violations,Country,Andorra,Impersonation,content_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Impersonation,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Regulated Goods,content_reports,19
2020-H1,Account / Content Violations,Country,Andorra,Regulated Goods,content_enforced,2
2020-H1,Account / Content Violations,Country,Andorra,Regulated Goods,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Andorra,Sexually Explicit Content,content_reports,159
2020-H1,Account / Content Violations,Country,Andorra,Sexually Explicit Content,content_enforced,17
2020-H1,Account / Content Violations,Country,Andorra,Sexually Explicit Content,unique_accounts_enforced,14
2020-H1,Account / Content Violations,Country,Andorra,Spam,content_reports,26
2020-H1,Account / Content Violations,Country,Andorra,Spam,content_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Spam,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Andorra,Threatening / Violence / Harm,content_reports,32
2020-H1,Account / Content Violations,Country,Andorra,Threatening / Violence / Harm,content_enforced,2
2020-H1,Account / Content Violations,Country,Andorra,Threatening / Violence / Harm,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Angola,Harassment and Bullying,content_reports,8
2020-H1,Account / Content Violations,Country,Angola,Harassment and Bullying,content_enforced,1
2020-H1,Account / Content Violations,Country,Angola,Harassment and Bullying,unique_accounts_enforced,1
2020-H1,Account / Content Violations,Country,Angola,Hate Speech,content_reports,2
2020-H1,Account / Content Violations,Country,Angola,Hate Speech,content_enforced,0
2020-H1,Account / Content Violations,Country,Angola,Hate Speech,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Angola,Impersonation,content_reports,96
2020-H1,Account / Content Violations,Country,Angola,Impersonation,content_enforced,2
2020-H1,Account / Content Violations,Country,Angola,Impersonation,unique_accounts_enforced,2
2020-H1,Account / Content Violations,Country,Angola,Regulated Goods,content_reports,3
2020-H1,Account / Content Violations,Country,Angola,Regulated Goods,content_enforced,0
2020-H1,Account / Content Violations,Country,Angola,Regulated Goods,unique_accounts_enforced,0
2020-H1,Account / Content Violations,Country,Angola,Sexually Explicit Content,content_reports,126
2020-H1,Account / Content Violations,Country,Angola,Sexually Explicit Content,content_enforced,54
